Job Title,Salary,Company,Date,Location,Category
Худалдагч,"1,500,000 ₮",хувь хүн,2024-11-19,Хороо 9,"Борлуулалт, худалдаа"
Жижиг ачааны машины жолооч,"2,000,000 ₮",хувь хүн,2024-11-19,100 айл,"Тээвэр, гааль, агуулах"
Гүйдэг хаалга хийх мужаан,"3,000,000 ₮",хувь хүн,2024-11-19,100 айл,Үйлдвэрлэл
Говь ресторанд зөөгч,"1,560,000 ₮",Лүүк Монголия ХХК,2024-11-19,19-р хороолол,"Pесторан, кафе, паб"
Говь ресторанд гал тогооны угаагч,"1,530,000 ₮",Лүүк Монголия ХХК,2024-11-19,19-р хороолол,"Pесторан, кафе, паб"
Хабэа ажилтан,"3,500,000 ₮",хувь хүн,2024-11-19,Амгалан,"Барилга, дэд бүтэц"
Барилгын талбайн инженер,"5,000,000 ₮",хувь хүн,2024-11-19,Амгалан,"Барилга, дэд бүтэц"
Bc angilaltai tugeeltiin jolooch,"2,300,000 ₮",хувь хүн,2024-11-19,4 хороолол,"Борлуулалт, худалдаа"
Savalgaanii tsehed ajiltan,"1,800,000 ₮",хувь хүн,2024-11-19,4 хороолол,Үйлдвэрлэл
Гурилын үйлдвэрийн цахилгаанчин,"2,100,000 ₮",Милл хаус ХХК,2024-11-19,5 шар,"Барилга, дэд бүтэц"
Үйлчлэгч,"1,200,000 ₮",хувь хүн,2024-11-19,Баянгол зочид буудал,Үйлчилгээ
Бартендерийн туслах,"1,500,000 ₮",хувь хүн,2024-11-19,220 мянгат,"Pесторан, кафе, паб"
Тогооч,"1,000,000 ₮",хувь хүн,2024-11-19,Хороо 20,"Pесторан, кафе, паб"
Түгээлтийн хотын төв явах жолооч,"2,100,000 ₮",хувь хүн,2024-11-19,Хороо 9,"Тээвэр, гааль, агуулах"
Хивс цэвэрлэгээний газарт ажилтан,"2,100,000 ₮",хувь хүн,2024-11-19,Хороо 9,Үйлчилгээ
Bus baraanii delguurt tuslah ajiltan,"1,400,000 ₮",хувь хүн,2024-11-19,Хороо 1,Туслах ажилчин
Тогооч /ээлжийн/,"1,800,000 ₮",хувь хүн,2024-11-18,25-р эмийн сан,"Pесторан, кафе, паб"
Ресторанд бэлтгэгч,"1,600,000 ₮",хувь хүн,2024-11-18,25-р эмийн сан,"Pесторан, кафе, паб"
Ресторанд зөөгч,"1,600,000 ₮",хувь хүн,2024-11-18,25-р эмийн сан,"Pесторан, кафе, паб"
Касс,"1,700,000 ₮",хувь хүн,2024-11-18,Сансар,"Борлуулалт, худалдаа"
Борлуулалт үйлчилгээний ажилтан,"1,000,000 ₮",хувь хүн,2024-11-18,40 мянгат,"Борлуулалт, худалдаа"
Ээлж хариуцсан менежер,"1,900,000 ₮",хувь хүн,2024-11-18,Хороо 7,Ажлын зар
Ухаалаг цоож засварчин,"2,000,000 ₮",хувь хүн,2024-11-18,11-р хороолол,Үйлдвэрлэл
Aж ахуйн ажилтан,"1,800,000 ₮",хувь хүн,2024-11-18,Хороо 6,Үйлчилгээ
Сантехникийн инженер,"3,000,000 ₮",Бага тэнгэр сити ХХК,2024-11-18,Бага тэнгэрийн ам,"Барилга, дэд бүтэц"
Түгээлтийн жолооч c ангилалтай,"2,600,000 ₮",хувь хүн,2024-11-18,Хороо 2,"Борлуулалт, худалдаа"
Бсб супермаркетад үйлчлэгч,"1,800,000 ₮",БСБ Сервис ХХК,2024-11-18,Богд-Ар,Үйлчилгээ
Амралтын газарт тогооч,"1,500,000 ₮",хувь хүн,2024-11-18,Хандгайт,"Аялал жуулчлал, зочид буудал"
Бсб супермаркетад эрэгтэй худалдагч,"1,800,000 ₮",БСБ Сервис ХХК,2024-11-18,Халдвартын эмнэлэг,"Борлуулалт, худалдаа"
"Угаагч, бэлтгэгч","1,500,000 ₮",хувь хүн,2024-11-18,Хандгайт,"Pесторан, кафе, паб"
Амралтын газарт үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-18,Хандгайт,"Аялал жуулчлал, зочид буудал"
Касс,"1,400,000 ₮",МОНЖАРГАЛАНТ ХХК,2024-11-18,14-р хороолол,Үйлчилгээ
Ахлах тогооч,"2,500,000 ₮",Бага тэнгэр сити ХХК,2024-11-18,Хороо 13,"Pесторан, кафе, паб"
Тооцооны нягтлан,"2,000,000 ₮",хувь хүн,2024-11-18,Хороо 7,"Банк, санхүү, нябо, нярав"
Маркетингийн менежер,"1,800,000 ₮",МОНЖАРГАЛАНТ ХХК,2024-11-18,13-р хороолол,"Маркетинг, PR менежмент"
Ээлжийн касс,"1,800,000 ₮",хувь хүн,2024-11-18,Өгөөмөр захын зүүн,"Pесторан, кафе, паб"
Тогооч,"2,000,000 ₮",хувь хүн,2024-11-18,Хороо 16,"Pесторан, кафе, паб"
Үндсэн зөөгч,"1,200,000 ₮",хувь хүн,2024-11-18,Хороо 16,"Pесторан, кафе, паб"
Бөмбөгөрт 7 хоногийн 3 өдөр ажиллах худалдагч,"1,000,000 ₮",хувь хүн,2024-11-18,Бөмбөгөр,"Борлуулалт, худалдаа"
Мэдээллийн менежер,"2,000,000 ₮",хувь хүн,2024-11-18,Хороо 1,Ажлын зар
Үйлдвэрийн дамжлагын ажилтан /эрэгтэй/,"1,400,000 ₮",хувь хүн,2024-11-18,19-р хороолол,Үйлдвэрлэл
Туслах ажилтан,"1,600,000 ₮",хувь хүн,2024-11-18,21-р хороолол,Туслах ажилчин
Бараа өрөгч,"1,300,000 ₮",хувь хүн,2024-11-18,21-р хороолол,"Борлуулалт, худалдаа"
Засварчин,"2,000,000 ₮",Цэ энд Цэ ХХК,2024-11-18,Хороо 1,"Pесторан, кафе, паб"
Нягтлан бодогч,"2,200,000 ₮",хувь хүн,2024-11-18,2 - 7 буудал,"Банк, санхүү, нябо, нярав"
Оёдолчин,"2,100,000 ₮",Aqua electonics ХХК,2024-11-18,Улаанхуаран,Үйлдвэрлэл
Тураах аппаратууд дээр ажиллах хүн,"1,600,000 ₮",хувь хүн,2024-11-18,Хороо 1,"Гоо сайхан, фитнес, спорт"
Өрөөний үйлчлэгч,"2,000,000 ₮",хувь хүн,2024-11-18,Өгөөмөр захын зүүн,"Аялал жуулчлал, зочид буудал"
Буудлын зохион байгуулагч,"1,700,000 ₮",хувь хүн,2024-11-18,Өгөөмөр захын зүүн,"Pесторан, кафе, паб"
Зочид буудлын менежер,"1,850,000 ₮",хувь хүн,2024-11-18,Өгөөмөр захын зүүн,"Аялал жуулчлал, зочид буудал"
Бараа материалын нярав,"1,500,000 ₮",хувь хүн,2024-11-18,19-р хороолол,"Банк, санхүү, нябо, нярав"
Оффисын үйлчлэгч,"1,300,000 ₮",МАК ХХК,2024-11-18,19-р хороолол,Үйлчилгээ
Саппород ресторанд угаагч,"1,600,000 ₮",хувь хүн,2024-11-18,1-р хороолол,"Pесторан, кафе, паб"
Зөөгч,"80,000 ₮",хувь хүн,2024-11-18,Зайсан,"Pесторан, кафе, паб"
Дотрын их эмч /эрэгтэй/,"5,000,000 ₮",хувь хүн,2024-11-18,4 хороолол,"Эрүүл мэнд, эм зүй"
Оёдолчин,"2,000,000 ₮",хувь хүн,2024-11-18,Хороо 26,Үйлдвэрлэл
Hudaldaanii zowloh,"1,500,000 ₮",хувь хүн,2024-11-18,4 хороолол,"Борлуулалт, худалдаа"
Хувийн цэцэрлэгт багшийн туслах,"1,400,000 ₮",хувь хүн,2024-11-18,Хороо 5,"Боловсрол, шинжлэх ухаан"
Манаач,"800,000 ₮",Гарьд мебель ХХК,2024-11-18,Хороо 33,Харуул хамгаалалт
Үйлчлэгч,"1,600,000 ₮",БСБ Сервис ХХК,2024-11-18,4 хороолол,Үйлчилгээ
Барилгын туслах,"90,000 ₮",Сачи Бэхи ХХК,2024-11-18,Зайсан,"Барилга, дэд бүтэц"
Сю франчайз салбар дэлгүүрийн ажилтан,"7,500 ₮",хувь хүн,2024-11-18,Баянгол зочид буудал,"Борлуулалт, худалдаа"
Хабэа,"3,000,000 ₮",хувь хүн,2024-11-18,Яармаг,Уул уурхай
Хүнсний 1-ийн ойролцоо хаяг рекламын компанид хэвлэлийн эх бэлтгэгч,"1,500,000 ₮",хувь хүн,2024-11-18,Хороо 4,"Дизайн, урлаг, уран сайхан"
"Хаяг рекламын өргөн хэвлэл, cnc, лазер машины оператор","1,800,000 ₮",хувь хүн,2024-11-18,Хороо 11,Үйлдвэрлэл
"Зурагтад байрлах хаяг рекламын компанид хаяг үйлдвэрлэл, угсралтын ажилтан","2,000,000 ₮",хувь хүн,2024-11-18,Хороо 11,Үйлдвэрлэл
Цагаан хэрэглэлийн угаагч,"1,600,000 ₮",хувь хүн,2024-11-18,Хороо 16,"Аялал жуулчлал, зочид буудал"
Дуудлагын оператор,"1,900,000 ₮",хувь хүн,2024-11-18,Мишээл,"МТ, харилцаа холбоо"
Цахилгаанчин,"3,000,000 ₮",хувь хүн,2024-11-18,19-р хороолол,"Барилга, дэд бүтэц"
Dior гоо сайхны зөвлөх худалдагч,"4,000,000 ₮",хувь хүн,2024-11-18,Хороо 3,"Борлуулалт, худалдаа"
Үйлчлэгч,"3,200,000 ₮",хувь хүн,2024-11-18,Хороо 3,Үйлчилгээ
Туслах нягтлан бодогч,"5,000,000 ₮",хувь хүн,2024-11-18,Орос 3-р сургуулийн ойролцоо,"Банк, санхүү, нябо, нярав"
Үл хөдлөх хөрөнгө зуучлагч агент,"5,000,000 ₮",BM Zest Properties LLC,2024-11-18,120 мянгат,"Борлуулалт, худалдаа"
Agent,"3,000,000 ₮",BM Zest Properties LLC,2024-11-18,120 мянгат,"Борлуулалт, худалдаа"
Эрэгтэй туслах ажилтан,"1,560,000 ₮",хувь хүн,2024-11-18,Хороо 16,Үйлдвэрлэл
Хамгаалагч,"1,400,000 ₮",хувь хүн,2024-11-18,Хороо 1,Харуул хамгаалалт
Бараа бэлтгэгч,"2,200,000 ₮",БСБ Сервис ХХК,2024-11-18,1-р хороолол,"Тээвэр, гааль, агуулах"
Ресторанд үйлчлэгч,"1,600,000 ₮",хувь хүн,2024-11-18,Хороо 18,"Pесторан, кафе, паб"
Цэвэрлэгээний ажилтан,"1,000,000 ₮",хувь хүн,2024-11-18,Хороо 26,Үйлчилгээ
Дэлгүүрийн нярав,"2,100,000 ₮",хувь хүн,2024-11-18,Амгалан,"Банк, санхүү, нябо, нярав"
"Ховдын хөшөөтийн уурхай, хэнтийн бор өндөрт хамгаалагч","1,800,000 ₮",хувь хүн,2024-11-18,10-р хороолол,Харуул хамгаалалт
Гадна талбайн үйлчлэгч,"1,700,000 ₮",Бага тэнгэр сити ХХК,2024-11-18,13-р хороолол,Үйлчилгээ
Халаалт агаар сэлгэлтийн инженер,"3,500,000 ₮",Бага тэнгэр сити ХХК,2024-11-18,13-р хороолол,"Барилга, дэд бүтэц"
Засалчин,"2,300,000 ₮",хувь хүн,2024-11-18,Мишээл,"Барилга, дэд бүтэц"
Ресепшин,"98,000 ₮",хувь хүн,2024-11-18,6-р бичил,"Аялал жуулчлал, зочид буудал"
Няравын туслах,"1,500,000 ₮",Чиглэл ХХК,2024-11-18,Дэнжийн 1000,"Банк, санхүү, нябо, нярав"
Харуул /оффисын харуул/,"1,200,000 ₮",Гацуурт ХХК,2024-11-18,Хороо 20,Харуул хамгаалалт
Үйлчлэгч,"98,000 ₮",хувь хүн,2024-11-18,6-р бичил,"Аялал жуулчлал, зочид буудал"
Хөдөө ажиллах постны харуул,"1,400,000 ₮",Гацуурт ХХК,2024-11-18,Сэлэнгэ,Харуул хамгаалалт
Слесарь,"1,800,000 ₮",хувь хүн,2024-11-18,Мишээл,"Барилга, дэд бүтэц"
Агуулахын туслах ажилчин,"2,400,000 ₮",хувь хүн,2024-11-18,Хороо 2,"Тээвэр, гааль, агуулах"
Менежер,"2,000,000 ₮",хувь хүн,2024-11-18,Мишээл,"Pесторан, кафе, паб"
Бармен,"1,500,000 ₮",хувь хүн,2024-11-18,Мишээл,"Pесторан, кафе, паб"
Ресторанд ээлжийн угаагч,"1,500,000 ₮",хувь хүн,2024-11-18,Тэнгис кино театр,"Pесторан, кафе, паб"
Зогсоолын зохицуулагч,"1,700,000 ₮",БСБ Сервис ХХК,2024-11-18,19-р хороолол,Харуул хамгаалалт
Жолоо барьдаг худалдааны төлөөлөгч,"1,900,000 ₮",хувь хүн,2024-11-18,Хороо 3,"Борлуулалт, худалдаа"
Ээлжийн дуудлагын оператор,"1,900,000 ₮",Мишээл групп ХХК,2024-11-18,Мишээл,"МТ, харилцаа холбоо"
Өндөр настан асрах асрагч,"1,300,000 ₮",хувь хүн,2024-11-18,Хороо 15,Үйлчилгээ
Хэрэглэгчийн оператор зөвлөх,"1,300,000 ₮",хувь хүн,2024-11-18,13-р хороолол,"МТ, харилцаа холбоо"
Ахлах тогооч,"3,000,000 ₮",Гялалзахын Хөндий ХХК,2024-11-18,Хороо 6,"Pесторан, кафе, паб"
Рестораны үйлчлэгч,"1,800,000 ₮",Гялалзахын Хөндий ХХК,2024-11-18,Хороо 6,"Аялал жуулчлал, зочид буудал"
Өрөө үйлчилгээний ажилтан,"1,500,000 ₮",Гялалзахын Хөндий ХХК,2024-11-18,Хороо 6,"Аялал жуулчлал, зочид буудал"
Салатны тогооч,"1,500,000 ₮",Гялалзахын Хөндий ХХК,2024-11-18,Хороо 14,"Pесторан, кафе, паб"
Гал тогооны угаагч,"1,500,000 ₮",Гялалзахын Хөндий ХХК,2024-11-18,Хороо 14,"Pесторан, кафе, паб"
Бэлтгэгч,"1,500,000 ₮",Гялалзахын Хөндий ХХК,2024-11-18,Хороо 14,"Pесторан, кафе, паб"
Харуул,"100,000 ₮",Их бодь констракшн ХХК,2024-11-18,Нарантуул зах,Харуул хамгаалалт
Хотын төвд угаагч,"1,300,000 ₮",United Resources LLC,2024-11-18,Фонтам,"Pесторан, кафе, паб"
